AANAT_E	0.00903969	0.0120221	-0.0209846	0.0116735	0.00898923	
ABCA5_E	0.00808647	0.0113659	-0.0278918	0.018058	0.000610269	
ACAD10_E	0.00833123	0.0116415	-0.0271196	0.0172298	0.00274437	
ACAP1_E	0.00727468	0.00956733	-0.027745	0.0190053	-0.0082645	
ACRBP_E	0.00824128	0.0115686	-0.0277571	0.0178282	0.00171213	
ACTA1_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ACTA2_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ACTG2_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ACVR1B_E	0.00856034	0.0117885	-0.0251676	0.0154307	0.00544574	
ADAM32_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ADAP2_E	0.00751711	0.0107812	-0.0306389	0.0207903	-0.00621304	
ADH1C_E	0.00868727	0.0118722	-0.0243009	0.0146297	0.00634678	
ADM_E	0.00807145	0.0114122	-0.0286271	0.0186826	-0.000125023	
ADRA1D_E	0.00868727	0.0118722	-0.0243009	0.0146297	0.00634678	
AGBL2_E	0.00752084	0.0108301	-0.0307582	0.0208792	-0.00598054	
AGBL3_E	0.00778872	0.0111712	-0.0299777	0.0200127	-0.00280252	
AGER_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
AGRP_E	0.00751711	0.0107812	-0.0306389	0.0207903	-0.00621304	
ALB_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ALDH8A1_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ALDOC_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ALPK3_E	0.00807533	0.0114212	-0.0286559	0.0187031	-0.000110638	
AMICA1_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
AMN_E	0.00824128	0.0115686	-0.0277571	0.0178282	0.00171213	
AMPD1_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ANGPT2_E	0.00778872	0.0111712	-0.0299777	0.0200127	-0.00280252	
ANGPTL4_E	0.00677344	0.00683213	-0.0226373	0.0161267	-0.0136497	
ANK1_E	0.00748442	0.0107557	-0.0307276	0.020881	-0.00649522	
ANK3_E	0.00756135	0.0108992	-0.0307397	0.0208217	-0.00539628	
ANKRD12_E	0.00824128	0.0115686	-0.0277571	0.0178282	0.00171213	
