AANAT_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ACBD7_C	0.0103435	0.0128	-0.00903212	0.0114304	0.0111077	
ACRBP_C	0.00913303	0.0119899	-0.0121337	0.0232542	0.00633621	
ACTA1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ACTA2_C	0.00749574	0.0103054	-0.014552	0.0348152	-0.01008	
ACTG2_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ACVR1B_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ADAM32_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ADH1C_C	0.0101207	0.0126619	-0.00958104	0.0134754	0.0105688	
ADM_C	0.00766926	0.0105143	-0.0144095	0.0339705	-0.00812126	
ADRA1D_C	0.00758607	0.0104275	-0.01448	0.0343738	-0.00889565	
AGBL2_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AGBL3_C	0.00880166	0.0116994	-0.0129127	0.0265251	0.0031495	
AGER_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AGMAT_C	0.00714391	0.00960423	-0.013846	0.0332628	-0.0107574	
AGRP_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
AKR1B10_C	0.010062	0.0125916	-0.00954608	0.0135199	0.0102149	
ALB_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ALDH8A1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ALDOC_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ALPK3_C	0.00819995	0.0110882	-0.0137514	0.0306222	-0.00276913	
AMICA1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AMN_C	0.00941701	0.0122097	-0.0114167	0.0203733	0.00835044	
AMPD1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AMY1C_C	0.00815035	0.0109005	-0.0132934	0.0292424	-0.00321633	
ANGPT2_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ANGPTL2_C	0.00871537	0.0116165	-0.0130486	0.0271635	0.0023251	
ANGPTL4_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ANK1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ANK3_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ANKRD24_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
ANKRD2_C	0.00880166	0.0116994	-0.0129127	0.0265251	0.0031495	
ANKRD35_C	0.00758607	0.0104275	-0.01448	0.0343738	-0.00889565	
ANKRD40_C	0.0100684	0.0124018	-0.00934528	0.0137078	0.00729473	
ANKRD42_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AOC2_C	0.00968672	0.0123765	-0.0105787	0.0172135	0.00984634	
AOC3_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AP3B1_C	0.00765553	0.0105111	-0.0144038	0.0339547	-0.00806509	
APOC1_C	0.00967655	0.0123669	-0.0105694	0.0171999	0.00982782	
APOL6_C	0.00863755	0.0115379	-0.0131846	0.0277888	0.00148504	
APOM_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ARHGAP24_C	0.00747512	0.0102152	-0.0143788	0.0342883	-0.00969683	
ARID4A_C	0.00905159	0.0118403	-0.0119215	0.0227722	0.00613357	
ARL3_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ARL4D_C	0.00718098	0.00966755	-0.0138277	0.033114	-0.0102911	
ARTN_C	0.00871537	0.0116165	-0.0130486	0.0271635	0.0023251	
ASB4_C	0.00905234	0.011921	-0.0123142	0.0240213	0.00556603	
ASCC3_C	0.00784207	0.0107059	-0.0141899	0.0328414	-0.0064258	
ASPRV1_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ATCAY_C	0.00968672	0.0123765	-0.0105787	0.0172135	0.00984634	
ATMIN_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
ATN1_C	0.00855238	0.0114544	-0.0133237	0.0284446	0.000626104	
ATP2A1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
AVIL_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
BCL10_C	0.00924529	0.0120877	-0.0119022	0.0222817	0.00708016	
BCL2_C	0.00871401	0.0116148	-0.0130505	0.0271719	0.00232314	
BCL6_C	0.00752376	0.0103586	-0.0145219	0.0346489	-0.0095397	
BCOR_C	0.00752376	0.0103586	-0.0145219	0.0346489	-0.0095397	
BDH2_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
BDNF_C	0.00843744	0.0112182	-0.0129113	0.027374	0.000771002	
BEST1_C	0.00887642	0.0117676	-0.0127345	0.0257651	0.00396511	
BEST2_C	0.00904765	0.0119119	-0.0123132	0.0240279	0.00554351	
BFSP1_C	0.0110166	0.0132076	-0.00742079	0.00556919	0.0121328	
BHLHA15_C	0.0100268	0.0126008	-0.0098785	0.0145865	0.0101408	
BICD1_C	0.0109488	-0.00246672	0.00717044	0.0133683	-0.0101508	
BMPR1B_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
BRPF1_C	0.00752995	0.0102712	-0.0143047	0.0339188	-0.00898722	
BRSK2_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
BST1_C	0.0095991	0.0123221	-0.0108514	0.0182397	0.00935835	
BTG2_C	0.00795196	0.0107165	-0.0137649	0.0312368	-0.00503475	
C11orf16_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
C11orf35_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
C11orf57_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
C11orf82_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
C14orf142_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
C17orf98_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
C19orf55_C	0.00872014	0.0116171	-0.01305	0.0271595	0.00231701	
C1QTNF2_C	0.00793048	0.0107957	-0.0140669	0.032238	-0.00545545	
C1orf53_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
C20orf141_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
C2CD2L_C	0.00758607	0.0104275	-0.01448	0.0343738	-0.00889565	
C2orf61_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
C3AR1_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
C3orf14_C	0.00758607	0.0104275	-0.01448	0.0343738	-0.00889565	
C4orf47_C	0.00757242	0.0104211	-0.014467	0.0343428	-0.00884494	
C6orf165_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
C8orf59_C	0.00739147	0.0100153	-0.0139527	0.0331579	-0.00916908	
C9orf16_C	0.0101065	0.0126517	-0.00956569	0.0134768	0.0104857	
C9orf24_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
CACNA1A_C	0.00929506	0.0121085	-0.0117099	0.0215907	0.00716192	
CACNA1C_C	0.00913303	0.0119899	-0.0121337	0.0232542	0.00633621	
CACNA1H_C	0.0121525	0.0135064	-0.00444254	-0.00311117	0.0067589	
CACNB3_C	0.00959716	0.0123221	-0.010851	0.0182412	0.00936724	
CACNG7_C	0.00752263	0.0103488	-0.0145166	0.0346281	-0.00953243	
CALML3_C	0.0100181	0.0126022	-0.00986962	0.014543	0.010256	
CAMK2D_C	0.00794395	0.0107939	-0.0140737	0.0322452	-0.00549939	
CAV2_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
CBFA2T2_C	0.00935311	0.0121745	-0.0116665	0.0213121	0.00776526	
CBFB_C	0.00752376	0.0103586	-0.0145219	0.0346489	-0.0095397	
CBX4_C	0.00803093	0.0109038	-0.0139949	0.0317889	-0.00463035	
CCDC116_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
CCDC117_C	0.00880166	0.0116994	-0.0129127	0.0265251	0.0031495	
CCDC11_C	0.00746399	0.0102482	-0.0145679	0.0349321	-0.0105809	
